electricity,rpm,pressure_steam,vibration,status
151.9,507.38,101.14,34.83,Normal
142.19,590.32,102.58,49.94,Maintenance
151.66,414.72,144.0,52.95,Maintenance
184.29,551.92,95.65,43.58,Fail
171.67,461.4,107.16,37.41,Maintenance
160.35,441.03,113.64,42.89,Fail
170.89,409.94,118.78,45.96,Normal
169.92,462.38,97.14,32.56,Fail
148.41,549.76,89.94,40.44,Fail
156.49,419.57,78.08,38.62,Maintenance
167.92,482.6,104.99,49.57,Maintenance
148.33,522.12,76.44,46.9,Fail
160.95,481.0,96.86,39.5,Normal
162.44,444.52,103.16,29.18,Normal
162.78,529.25,98.52,46.61,Normal
159.72,460.78,113.76,38.93,Normal
183.66,357.32,114.06,35.42,Fail
171.24,510.64,92.43,41.72,Maintenance
168.44,544.92,112.99,41.54,Maintenance
166.45,465.14,101.94,33.65,Maintenance
169.51,351.06,98.08,37.85,Fail
173.41,432.86,95.28,46.54,Fail
173.35,442.64,112.86,44.25,Fail
191.67,381.31,110.12,40.22,Fail
167.49,360.29,102.9,48.16,Maintenance
175.94,512.47,104.36,54.34,Fail
174.95,444.5,99.68,39.18,Fail
174.44,505.7,116.12,46.6,Maintenance
172.96,383.97,108.93,53.25,Fail
154.78,459.26,100.72,40.58,Maintenance
157.25,590.14,97.41,31.63,Fail
159.59,366.57,111.28,43.7,Normal
148.16,380.85,86.41,39.56,Fail
153.01,468.73,87.68,42.23,Fail
174.72,463.69,99.75,35.75,Fail
169.55,504.69,128.98,37.62,Fail
156.84,465.61,100.28,47.98,Fail
157.8,447.24,107.76,41.57,Normal
165.93,394.89,88.18,41.67,Fail
172.55,535.15,101.51,36.85,Maintenance
175.61,421.66,111.77,35.84,Maintenance
167.88,483.83,98.19,38.4,Maintenance
179.64,386.51,117.1,35.85,Fail
179.15,503.49,99.69,40.41,Fail
170.01,453.87,115.65,46.23,Fail
184.2,401.66,94.54,41.35,Fail
136.21,484.03,86.88,41.61,Maintenance
175.8,496.02,87.64,39.79,Maintenance
136.21,441.61,110.2,34.44,Maintenance
184.27,427.24,97.73,41.8,Fail
180.55,478.49,92.5,41.37,Maintenance
170.55,531.12,95.57,24.7,Normal
143.32,402.86,105.71,39.93,Maintenance
158.33,494.78,103.88,40.67,Fail
167.19,374.87,88.81,35.13,Normal
144.92,387.31,89.21,38.14,Maintenance
166.52,435.6,120.2,39.7,Fail
200.35,470.92,104.96,31.65,Normal
160.61,475.9,83.58,34.55,Fail
174.36,438.1,79.51,39.43,Maintenance
188.44,383.18,113.28,34.8,Fail
204.83,492.02,96.87,35.14,Maintenance
187.63,432.49,102.94,32.67,Normal
165.36,485.31,79.45,38.53,Maintenance
174.87,500.85,104.47,47.95,Normal
149.31,465.72,90.4,37.4,Fail
190.31,452.95,105.1,43.17,Normal
152.48,445.36,94.81,46.1,Normal
165.02,449.16,108.71,32.11,Fail
163.67,513.31,82.78,42.09,Fail
178.97,457.41,100.24,45.8,Normal
172.56,430.37,110.54,41.21,Fail
177.94,414.81,130.5,38.13,Maintenance
189.95,443.33,126.66,42.86,Maintenance
172.03,437.22,101.1,44.68,Normal
164.56,488.85,122.31,36.66,Normal
164.86,356.49,91.66,38.87,Fail
168.59,421.37,106.92,42.97,Fail
183.61,457.75,87.84,52.56,Fail
159.17,450.85,103.24,54.01,Normal
157.13,429.28,94.49,36.96,Fail
171.26,357.89,123.17,43.39,Fail
185.29,471.69,115.99,61.06,Maintenance
176.36,478.36,83.9,43.87,Fail
167.48,494.4,105.72,46.61,Maintenance
178.48,455.61,94.3,46.31,Maintenance
176.77,489.08,96.87,42.07,Normal
148.75,421.48,95.34,48.61,Normal
210.3,384.54,93.26,44.73,Fail
198.23,471.15,103.34,48.59,Maintenance
169.43,470.68,137.34,32.27,Fail
169.02,539.65,102.18,39.96,Fail
160.84,424.49,102.1,46.22,Fail
157.5,511.44,107.17,42.5,Maintenance
203.79,516.5,113.22,35.51,Maintenance
154.05,454.62,106.7,32.34,Fail
173.08,396.63,100.19,37.2,Normal
167.48,467.13,96.45,34.05,Normal
157.17,467.13,101.23,43.12,Normal
224.27,497.15,95.29,39.24,Fail
185.17,423.57,126.45,51.1,Maintenance
172.36,452.24,93.2,39.62,Maintenance
178.16,395.5,90.6,34.26,Normal
151.92,473.13,102.64,42.84,Maintenance
192.74,365.57,98.28,46.02,Maintenance
144.05,438.05,82.79,42.91,Normal
170.56,530.91,134.72,47.18,Maintenance
149.25,434.9,97.66,36.29,Maintenance
198.26,456.86,89.33,38.67,Normal
150.98,538.16,110.23,45.72,Maintenance
168.15,461.87,109.78,40.81,Normal
161.74,468.65,101.61,35.88,Maintenance
176.04,456.7,111.3,47.62,Maintenance
203.75,453.92,101.87,40.23,Maintenance
174.84,510.69,86.39,47.58,Fail
152.27,448.41,106.77,44.17,Fail
176.17,520.32,97.54,33.82,Maintenance
154.32,524.1,103.9,29.72,Normal
148.66,466.83,98.2,42.65,Normal
149.12,366.59,106.05,34.48,Fail
183.48,478.64,106.61,40.15,Maintenance
190.04,560.44,111.11,34.51,Maintenance
157.37,475.93,115.09,45.01,Normal
184.62,400.8,95.09,44.25,Normal
187.65,449.4,103.09,44.81,Fail
184.15,443.83,103.38,42.52,Normal
173.28,400.17,92.08,42.29,Normal
183.21,466.34,105.05,41.78,Fail
169.27,417.36,109.96,40.78,Fail
146.5,413.19,86.27,37.49,Fail
192.71,368.22,92.3,37.82,Fail
197.54,380.14,98.13,50.14,Fail
180.56,567.69,114.48,43.64,Normal
186.23,428.01,108.14,31.72,Normal
146.89,368.16,107.6,37.38,Normal
202.03,421.5,120.25,44.83,Fail
193.45,500.42,108.47,34.68,Normal
198.21,466.33,123.94,38.68,Normal
184.81,373.25,96.29,48.24,Fail
189.74,393.5,92.57,40.64,Maintenance
178.88,409.85,102.65,43.15,Normal
195.96,459.05,97.84,39.98,Normal
165.34,432.85,102.99,39.39,Normal
182.22,467.43,85.88,34.22,Fail
176.95,492.01,121.36,28.55,Maintenance
163.57,380.08,91.94,46.04,Fail
168.6,491.13,102.09,45.96,Normal
170.54,408.44,110.49,43.47,Maintenance
159.5,423.35,93.47,43.86,Fail
181.27,503.91,100.99,32.87,Normal
159.03,496.58,92.87,40.71,Normal
158.77,569.24,90.59,42.55,Fail
157.8,440.97,96.66,38.46,Maintenance
176.15,441.8,92.73,42.56,Fail
157.15,452.02,117.26,36.9,Fail
179.48,472.76,99.57,39.39,Normal
172.96,495.25,93.08,43.83,Fail
180.58,447.62,107.9,44.79,Maintenance
162.12,460.34,99.39,38.44,Normal
158.46,337.04,107.29,42.96,Normal
138.94,363.58,98.33,39.6,Fail
191.03,479.24,96.66,42.5,Normal
180.1,446.63,104.62,35.77,Maintenance
145.61,493.6,101.82,30.68,Normal
139.13,380.52,105.19,40.67,Fail
147.3,413.17,106.41,44.58,Maintenance
168.69,506.77,91.49,44.46,Normal
187.04,422.87,103.3,40.0,Fail
162.33,462.68,101.8,36.87,Normal
169.1,422.58,89.81,44.51,Fail
145.68,466.63,90.44,53.57,Fail
155.43,481.46,99.62,50.79,Fail
161.66,404.83,94.07,41.19,Normal
187.74,500.18,116.51,36.78,Maintenance
161.3,433.48,108.98,41.94,Fail
167.94,506.17,106.41,32.75,Maintenance
181.36,527.03,103.62,40.73,Fail
153.68,483.8,81.52,39.43,Normal
175.41,472.62,106.3,35.71,Normal
166.26,496.53,100.43,40.14,Maintenance
196.84,527.75,116.55,35.78,Normal
170.12,477.32,101.91,39.48,Maintenance
152.05,441.72,106.34,31.34,Normal
182.84,481.14,112.84,41.31,Fail
181.55,516.81,108.26,33.88,Normal
158.19,386.34,93.37,37.51,Fail
171.0,455.94,98.32,31.79,Fail
168.34,484.36,83.06,40.79,Normal
156.62,560.85,96.09,27.5,Normal
146.48,424.39,106.17,41.81,Normal
152.66,466.79,89.8,39.17,Normal
207.43,426.18,95.23,30.19,Maintenance
165.61,363.18,100.95,45.53,Fail
155.57,428.49,100.78,35.64,Maintenance
188.86,476.08,122.46,34.3,Fail
162.23,460.15,80.97,40.3,Fail
181.42,403.18,96.55,43.43,Fail
146.94,412.06,104.3,42.19,Normal
151.39,455.03,102.06,45.03,Normal
170.42,368.5,98.87,36.31,Maintenance
159.93,389.35,93.91,35.53,Maintenance
162.55,448.87,94.52,35.84,Normal
179.32,452.56,97.86,50.8,Normal
168.96,436.9,87.36,46.88,Maintenance
150.09,458.03,109.83,38.37,Fail
187.4,507.37,86.75,44.19,Maintenance
167.36,423.06,95.9,53.19,Fail
179.64,481.51,102.83,33.82,Fail
174.97,528.27,102.26,49.64,Normal
199.88,406.32,103.41,43.91,Normal
156.15,418.09,91.66,54.33,Maintenance
202.7,368.37,94.25,42.39,Normal
196.2,447.67,109.34,45.56,Normal
159.24,505.78,102.45,35.32,Fail
159.68,518.96,83.23,34.73,Maintenance
165.93,479.98,84.8,40.23,Fail
162.34,483.3,120.89,36.11,Maintenance
169.51,432.63,103.63,45.8,Normal
184.8,498.07,101.09,32.93,Maintenance
186.46,526.26,100.29,46.74,Fail
177.46,403.86,131.89,26.1,Normal
171.82,497.14,102.35,49.74,Maintenance
158.61,452.68,102.9,37.01,Maintenance
175.59,383.73,83.68,41.7,Fail
148.56,394.48,100.01,39.23,Maintenance
186.24,359.24,102.72,48.09,Maintenance
184.03,372.17,123.69,36.43,Fail
187.11,424.18,76.04,40.15,Maintenance
166.63,381.09,116.32,43.88,Normal
187.01,457.73,116.69,42.86,Normal
153.88,400.81,85.61,39.54,Normal
166.04,393.63,88.89,41.03,Fail
158.23,488.78,109.32,43.43,Maintenance
157.41,531.17,103.79,45.07,Normal
145.32,533.66,102.03,50.79,Fail
168.0,434.1,97.77,32.2,Maintenance
179.12,384.13,89.3,29.39,Fail
161.95,529.83,96.4,54.3,Maintenance
188.52,370.61,108.68,42.89,Normal
192.43,465.02,98.68,39.52,Normal
170.92,388.59,105.17,30.41,Maintenance
159.0,465.01,82.35,43.41,Maintenance
163.21,471.59,104.33,41.68,Normal
173.32,383.7,101.02,36.57,Fail
202.63,486.0,87.02,32.02,Normal
184.73,407.27,99.75,43.29,Normal
201.27,474.22,100.29,42.0,Normal
158.16,472.44,113.97,49.15,Maintenance
166.58,459.8,99.61,44.39,Maintenance
183.54,473.0,100.79,47.46,Maintenance
184.31,434.79,99.24,42.85,Normal
178.5,529.76,93.8,36.71,Normal
179.39,427.66,112.5,47.46,Fail
151.7,400.98,92.64,43.83,Normal
175.94,484.31,101.66,38.4,Normal
154.32,482.01,105.67,28.83,Normal
176.41,436.96,102.96,41.26,Normal
191.07,472.67,98.58,40.84,Maintenance
166.42,464.78,101.87,37.8,Fail
185.55,466.06,111.76,45.71,Normal
170.19,481.66,93.74,43.51,Fail
162.88,398.44,102.99,34.74,Maintenance
166.01,404.93,96.77,38.29,Fail
180.28,438.39,84.44,40.49,Fail
185.36,451.89,105.3,42.74,Fail
187.71,563.09,95.02,43.69,Fail
148.64,484.19,86.05,38.43,Normal
197.79,390.6,101.63,38.85,Normal
200.64,458.38,101.61,35.43,Fail
188.02,492.12,106.72,40.94,Normal
185.81,373.88,103.95,44.77,Maintenance
171.91,491.24,115.72,31.84,Maintenance
182.2,449.57,92.87,33.21,Fail
161.94,388.99,103.06,42.65,Fail
185.3,387.74,106.66,37.2,Normal
190.96,550.97,89.16,56.61,Fail
169.47,456.96,110.34,51.65,Maintenance
201.76,403.02,92.79,32.83,Normal
155.07,395.18,92.64,43.24,Normal
171.21,389.79,90.3,40.14,Normal
143.19,495.86,116.08,36.0,Fail
151.81,437.07,103.41,42.21,Maintenance
146.14,470.53,96.59,43.71,Maintenance
227.57,387.55,92.46,46.96,Fail
166.5,539.71,111.35,43.69,Fail
172.88,510.14,85.5,36.68,Normal
153.25,473.8,107.34,40.96,Maintenance
164.32,436.83,116.12,35.07,Normal
189.56,440.57,101.86,43.64,Normal
153.01,498.08,104.32,42.91,Maintenance
164.09,471.53,115.62,36.34,Fail
167.39,392.87,113.62,39.75,Fail
173.33,429.84,75.15,41.2,Maintenance
195.06,432.82,103.13,39.11,Normal
187.22,472.85,98.26,43.07,Normal
186.02,443.26,95.94,50.7,Normal
178.29,446.62,89.56,39.02,Normal
156.85,441.31,109.24,37.71,Normal
153.88,404.34,92.17,40.35,Fail
161.19,483.72,93.54,28.52,Fail
178.63,393.64,87.31,40.83,Normal
158.44,418.48,101.97,42.66,Maintenance
158.91,442.92,109.84,38.44,Normal
185.2,370.24,85.96,30.98,Normal
171.62,475.07,100.8,39.06,Normal
177.5,491.75,101.28,43.39,Normal
203.87,476.05,107.65,46.66,Maintenance
185.24,396.99,103.57,38.62,Maintenance
194.51,401.54,90.69,38.34,Maintenance
214.34,595.87,105.25,36.96,Maintenance
197.49,409.99,117.79,43.56,Normal
178.78,438.32,103.87,45.35,Fail
182.39,439.78,95.15,42.92,Normal
161.65,537.29,99.29,49.35,Normal
168.98,399.28,110.88,43.84,Maintenance
184.15,409.83,75.02,33.95,Maintenance
176.6,425.42,91.38,51.43,Maintenance
184.48,501.8,100.64,44.98,Maintenance
144.99,440.02,123.83,42.64,Fail
157.08,489.09,102.32,51.58,Maintenance
161.72,439.24,103.67,44.24,Normal
166.77,450.61,91.44,40.32,Normal
181.16,536.19,103.28,36.25,Fail
148.39,394.12,111.58,43.65,Normal
148.57,363.13,90.89,39.39,Fail
146.09,423.57,111.15,45.82,Fail
145.72,464.26,120.43,41.19,Maintenance
165.51,445.11,81.41,45.32,Maintenance
175.76,423.63,100.04,41.19,Fail
182.58,407.76,114.86,41.05,Fail
186.57,489.7,85.8,37.57,Maintenance
137.34,473.43,92.43,39.64,Normal
174.96,449.2,87.12,43.11,Normal
165.75,375.52,100.74,38.78,Normal
141.84,465.58,104.9,44.11,Fail
183.53,530.33,121.66,43.77,Fail
201.35,387.6,112.68,44.72,Fail
171.51,384.29,114.26,34.38,Fail
167.31,437.68,110.85,40.88,Normal
182.61,518.07,96.46,31.72,Maintenance
182.4,456.35,94.31,40.98,Normal
196.91,418.3,91.22,37.85,Normal
179.83,515.87,102.81,42.34,Maintenance
167.7,434.04,97.84,43.08,Maintenance
152.03,454.61,104.33,42.75,Normal
177.06,312.12,92.41,36.77,Fail
150.32,409.63,100.74,48.43,Maintenance
183.08,467.85,106.28,28.36,Maintenance
163.2,454.63,115.96,38.25,Fail
159.97,423.04,101.91,39.52,Normal
176.03,401.29,90.08,37.92,Maintenance
165.21,422.26,101.58,43.93,Fail
186.56,370.58,104.5,37.56,Fail
156.06,462.71,118.35,28.16,Fail
163.05,357.36,79.45,38.25,Maintenance
184.6,433.21,109.15,36.42,Maintenance
171.1,455.66,86.73,34.08,Fail
169.49,433.5,100.82,39.76,Normal
172.84,376.73,104.1,46.5,Maintenance
175.66,500.25,100.71,44.39,Normal
169.79,394.46,110.48,30.88,Maintenance
177.66,523.52,132.77,38.26,Maintenance
149.68,396.09,107.73,41.99,Normal
144.98,479.07,102.02,44.34,Fail
165.15,483.36,115.24,41.97,Fail
159.24,447.7,103.31,44.94,Fail
166.89,443.92,98.29,40.83,Fail
158.73,456.99,83.77,45.84,Normal
188.41,440.69,87.26,40.12,Normal
134.11,395.57,103.32,36.41,Normal
146.52,548.53,89.2,31.95,Fail
163.45,398.06,111.12,33.32,Maintenance
195.17,425.49,113.0,34.99,Normal
183.71,535.25,90.33,43.12,Fail
141.05,471.21,96.89,36.06,Normal
211.35,407.61,103.28,34.78,Normal
155.56,449.07,123.16,34.75,Maintenance
168.59,456.03,105.36,47.05,Maintenance
162.2,400.53,102.92,48.37,Normal
163.0,365.2,107.96,46.32,Fail
184.4,483.95,90.38,34.51,Normal
156.0,483.24,95.07,43.4,Normal
162.34,486.17,93.7,40.99,Maintenance
156.52,411.71,102.66,37.73,Maintenance
169.02,524.25,91.37,47.09,Normal
168.18,507.46,110.06,36.03,Fail
175.98,534.45,121.65,31.5,Normal
160.86,401.8,113.51,46.53,Normal
165.72,385.55,107.59,38.61,Normal
180.37,524.73,89.2,27.03,Maintenance
184.47,431.92,107.4,35.88,Fail
164.79,461.71,91.9,44.44,Fail
165.42,446.5,97.37,37.79,Maintenance
153.93,353.47,99.66,42.81,Fail
173.97,369.76,94.11,46.82,Normal
174.08,467.51,113.21,38.84,Fail
136.4,582.02,105.43,42.22,Fail
181.47,482.7,103.4,34.68,Normal
158.55,452.03,105.24,33.9,Normal
186.42,372.68,99.73,44.96,Maintenance
151.02,348.68,103.02,40.88,Fail
169.93,460.56,101.47,59.53,Fail
155.68,373.36,132.1,49.7,Maintenance
187.11,427.89,92.86,38.76,Normal
152.17,462.16,109.93,43.18,Normal
167.48,381.91,104.2,40.51,Fail
156.87,456.1,108.03,56.04,Maintenance
184.62,526.31,129.87,42.27,Normal
155.04,459.65,105.48,33.79,Maintenance
179.05,334.21,116.18,30.49,Maintenance
173.09,499.78,106.69,54.24,Maintenance
162.48,395.48,102.43,39.04,Normal
186.69,488.82,102.65,42.27,Fail
186.27,420.73,115.14,43.6,Maintenance
160.98,420.9,90.29,46.45,Maintenance
173.7,560.32,86.92,39.34,Maintenance
166.48,432.36,93.7,43.03,Maintenance
158.39,515.93,102.27,42.3,Normal
163.93,569.6,99.92,35.48,Normal
181.91,514.52,98.84,39.29,Fail
186.51,529.23,88.76,35.62,Fail
162.11,447.91,115.73,46.36,Fail
186.74,499.22,104.09,40.1,Maintenance
186.48,427.36,109.26,36.97,Fail
194.11,400.1,108.84,43.56,Fail
171.08,421.17,114.08,49.38,Fail
157.01,571.43,102.29,40.27,Maintenance
167.11,440.2,97.05,41.67,Normal
193.08,398.26,91.13,38.67,Normal
156.28,457.71,101.19,36.89,Normal
193.14,398.81,113.34,36.54,Maintenance
173.62,471.13,106.25,41.16,Fail
171.48,478.63,74.38,42.85,Normal
154.47,416.25,98.86,47.11,Maintenance
174.04,488.35,88.94,41.82,Normal
174.69,401.15,90.32,37.76,Normal
154.45,457.7,104.61,41.67,Normal
164.76,467.25,92.92,44.49,Normal
181.4,390.19,83.41,33.55,Fail
180.15,438.1,114.9,42.14,Fail
151.57,493.35,86.05,52.9,Maintenance
144.49,438.04,82.02,31.4,Fail
177.02,395.24,101.09,42.07,Maintenance
170.07,520.04,105.96,42.0,Fail
158.36,462.14,106.38,39.01,Normal
174.23,523.64,138.47,33.58,Normal
185.71,349.97,131.45,37.86,Fail
176.17,380.12,108.71,36.98,Maintenance
165.44,516.05,98.07,37.47,Fail
168.43,402.61,106.73,46.9,Normal
190.4,521.07,119.88,54.33,Maintenance
167.46,473.58,86.31,37.9,Normal
186.61,482.78,120.19,37.93,Fail
164.0,425.28,88.08,46.22,Normal
158.87,408.19,99.53,34.89,Fail
186.94,521.81,120.99,36.67,Normal
147.56,582.17,93.5,46.94,Normal
169.39,364.95,97.96,30.89,Maintenance
199.19,481.36,114.35,43.15,Normal
168.83,425.09,97.54,37.69,Maintenance
153.03,455.9,112.29,42.69,Maintenance
172.75,359.51,96.7,32.93,Normal
166.0,438.02,80.63,46.07,Maintenance
169.43,513.6,102.3,44.99,Fail
165.89,420.73,109.79,52.05,Fail
156.27,416.84,86.39,33.42,Fail
181.26,468.14,131.08,52.43,Maintenance
170.09,402.29,94.26,48.78,Fail
180.08,528.75,86.54,43.49,Fail
147.02,443.54,84.14,31.36,Fail
174.04,399.91,106.16,36.81,Normal
164.67,409.19,118.18,37.43,Maintenance
177.44,557.78,92.02,40.85,Fail
151.84,386.01,110.74,34.02,Fail
174.9,425.91,82.57,31.96,Fail
167.19,468.94,103.25,39.82,Normal
187.93,400.47,100.08,40.32,Maintenance
197.58,440.52,97.56,46.54,Normal
168.57,386.27,99.6,35.78,Normal
164.18,405.6,102.33,38.84,Fail
179.31,402.22,99.53,39.25,Maintenance
177.45,446.55,91.65,29.76,Maintenance
158.81,388.1,107.7,42.56,Maintenance
160.27,461.43,103.03,41.4,Normal
158.18,412.75,104.18,50.66,Maintenance
156.29,394.26,91.9,38.41,Fail
151.99,483.73,112.21,54.04,Fail
157.35,460.3,96.69,45.14,Fail
169.63,433.53,99.68,35.81,Normal
161.92,372.47,105.75,41.45,Maintenance
154.84,480.43,97.7,51.66,Fail
163.25,472.98,103.71,49.52,Normal
172.73,352.94,99.76,39.68,Maintenance
157.74,430.19,99.39,45.69,Maintenance
203.8,582.34,92.12,43.66,Fail
171.83,504.35,103.49,40.24,Fail
180.7,462.5,86.42,40.99,Fail
177.42,425.55,112.98,38.6,Fail
175.78,430.26,103.29,46.43,Normal
144.37,400.14,91.74,39.62,Maintenance
160.48,409.82,86.91,38.41,Maintenance
174.35,403.67,99.89,40.27,Normal
168.29,478.4,111.78,44.01,Maintenance
201.84,458.26,90.42,40.74,Maintenance
145.7,508.22,124.06,34.36,Normal
182.17,516.79,88.91,42.67,Normal
175.19,446.99,114.02,40.73,Normal
197.89,470.35,111.75,42.22,Fail
146.46,467.38,115.09,36.2,Normal
173.97,341.45,118.34,34.56,Normal
182.33,430.65,99.64,45.5,Fail
161.17,467.84,112.9,39.75,Normal
169.71,492.03,105.66,33.35,Normal
163.16,446.58,81.35,50.65,Maintenance
189.11,593.77,78.93,45.33,Normal
159.61,355.74,108.53,37.65,Normal
156.29,453.46,96.07,46.5,Maintenance
158.39,441.71,102.7,47.04,Normal
170.98,472.69,93.48,42.85,Normal
183.83,517.92,84.64,41.77,Fail
190.57,368.41,104.15,35.27,Fail
160.25,519.24,99.59,45.94,Fail
164.55,472.35,95.72,43.73,Fail
155.68,566.26,100.33,37.89,Maintenance
166.65,527.28,100.35,45.35,Maintenance
170.43,503.19,107.75,37.75,Normal
180.59,469.0,101.22,45.22,Maintenance
180.2,542.54,114.92,39.78,Maintenance
179.71,496.86,104.15,37.79,Fail
165.38,473.36,118.58,36.69,Maintenance
169.28,475.88,105.98,34.99,Normal
176.79,466.64,112.38,51.77,Fail
166.58,393.79,111.5,34.48,Maintenance
180.45,418.3,111.69,44.69,Fail
160.27,535.92,105.76,38.21,Normal
185.38,472.87,95.59,40.97,Maintenance
160.87,336.11,115.86,36.47,Normal
128.33,430.47,104.87,41.96,Fail
178.97,407.84,94.23,40.71,Maintenance
183.65,387.16,115.55,45.75,Fail
157.19,469.15,108.55,51.72,Fail
160.55,435.33,111.36,49.52,Fail
172.33,515.16,88.99,48.19,Maintenance
176.32,417.53,88.49,40.88,Normal
169.93,432.49,113.69,43.39,Normal
166.57,442.69,90.46,42.37,Normal
146.36,519.31,98.34,46.99,Normal
186.9,366.57,105.41,34.57,Fail
145.84,413.61,103.88,33.86,Normal
161.16,438.9,89.3,41.43,Fail
166.53,453.42,114.54,33.88,Maintenance
186.7,417.44,78.27,33.65,Fail
168.12,479.32,92.22,32.98,Maintenance
177.94,433.7,112.68,35.82,Maintenance
166.92,375.84,106.83,44.65,Maintenance
180.19,485.24,78.37,41.88,Maintenance
173.01,454.79,97.09,39.34,Fail
168.41,327.63,105.76,31.24,Fail
165.37,455.95,106.3,40.43,Maintenance
190.98,464.59,102.98,40.94,Maintenance
184.63,441.1,105.9,38.28,Maintenance
200.75,547.35,95.88,32.21,Maintenance
153.03,396.11,114.27,42.34,Maintenance
170.94,524.08,122.25,36.18,Maintenance
208.01,496.16,92.91,33.6,Fail
174.7,498.22,115.75,38.84,Fail
164.02,438.32,96.66,36.55,Maintenance
178.32,427.83,110.93,41.2,Normal
190.8,451.23,100.16,38.26,Maintenance
159.24,481.39,101.94,39.7,Fail
160.26,440.99,102.02,42.04,Normal
179.16,433.49,98.98,34.5,Normal
144.09,409.38,106.72,57.45,Maintenance
183.97,456.82,90.33,32.04,Fail
203.29,456.65,97.33,46.3,Fail
189.22,464.51,103.04,43.81,Fail
192.53,359.71,106.36,43.83,Fail
167.27,421.29,123.37,43.12,Maintenance
163.47,504.33,97.78,41.35,Normal
175.74,423.83,83.52,37.57,Fail
159.42,477.66,91.26,40.46,Maintenance
166.54,417.54,119.06,46.16,Normal
196.74,422.55,100.34,44.3,Fail
162.4,437.74,108.72,34.91,Fail
173.75,351.96,98.69,46.05,Fail
169.11,543.61,122.44,36.31,Normal
181.94,447.07,88.88,44.21,Maintenance
169.11,517.22,89.39,45.07,Maintenance
181.12,411.58,103.44,41.33,Fail
185.11,385.72,88.08,40.57,Fail
169.27,404.07,108.51,43.63,Fail
168.72,435.7,125.53,47.64,Normal
153.72,450.25,85.2,43.7,Fail
173.81,473.49,96.71,45.41,Maintenance
149.52,541.92,90.06,35.7,Maintenance
180.22,486.92,108.79,32.34,Normal
167.69,576.24,119.39,33.74,Normal
159.32,499.23,95.33,29.07,Maintenance
154.39,412.95,97.69,41.72,Maintenance
180.76,452.8,105.16,40.11,Maintenance
187.84,425.0,116.94,37.62,Maintenance
162.06,432.26,94.22,38.9,Normal
159.48,483.03,106.78,47.02,Normal
207.66,384.61,93.99,33.61,Fail
166.47,442.41,91.1,38.14,Maintenance
177.71,407.45,78.19,37.08,Normal
158.31,408.1,93.36,45.31,Maintenance
156.17,477.21,92.32,40.01,Maintenance
164.34,488.99,132.01,38.93,Normal
170.32,471.62,94.42,38.49,Maintenance
202.92,378.51,85.77,30.56,Maintenance
186.44,421.68,94.32,33.71,Maintenance
152.54,398.21,98.0,33.16,Normal
190.52,433.0,99.83,43.14,Normal
179.35,401.63,105.96,48.09,Fail
167.8,431.16,99.52,40.53,Normal
174.75,463.66,85.48,30.19,Normal
150.7,444.33,93.42,49.37,Maintenance
175.8,419.68,106.35,37.58,Fail
165.45,427.27,94.36,42.33,Fail
195.35,519.61,105.49,38.35,Fail
154.42,426.05,109.67,34.82,Maintenance
163.67,450.71,106.59,40.21,Maintenance
178.04,442.03,95.76,40.9,Fail
169.27,498.59,118.9,44.24,Fail
165.78,418.39,94.59,35.96,Fail
153.26,430.09,101.28,41.11,Maintenance
174.79,430.44,92.21,36.26,Normal
203.81,422.41,116.87,38.0,Normal
183.66,486.16,101.77,39.77,Maintenance
175.28,488.17,92.7,46.35,Fail
161.66,417.51,100.19,36.15,Fail
150.83,504.52,132.1,39.45,Maintenance
157.19,387.82,101.38,43.89,Fail
184.18,437.35,102.24,49.96,Fail
160.5,383.57,101.13,45.4,Maintenance
172.93,423.1,89.17,41.14,Fail
167.35,448.88,96.7,39.06,Normal
161.91,461.31,104.2,44.23,Normal
163.4,428.47,110.36,46.45,Maintenance
193.22,505.87,117.78,35.26,Fail
176.09,431.76,112.88,48.84,Fail
156.27,430.82,94.77,43.22,Normal
151.1,378.85,97.48,35.84,Maintenance
178.9,429.32,85.48,46.83,Fail
159.72,442.97,93.25,37.45,Maintenance
145.89,464.18,87.67,34.21,Fail
152.26,462.0,97.65,45.64,Fail
165.51,434.44,105.51,45.22,Normal
198.38,417.83,110.19,55.88,Maintenance
168.16,423.39,96.34,55.74,Fail
150.97,446.35,109.7,40.2,Maintenance
165.01,507.87,98.27,45.21,Fail
187.88,419.38,105.78,45.84,Maintenance
148.46,588.77,110.11,46.36,Maintenance
171.01,474.71,103.36,36.59,Normal
179.49,463.36,76.56,45.34,Fail
180.65,527.87,92.07,42.76,Fail
153.2,392.8,104.84,59.5,Maintenance
205.43,477.41,85.18,33.71,Maintenance
168.35,483.49,94.0,32.05,Maintenance
182.42,457.33,103.64,42.72,Maintenance
162.09,524.78,129.1,46.28,Fail
172.82,455.74,103.11,37.33,Maintenance
163.15,465.73,96.78,32.38,Fail
170.53,463.67,93.79,33.38,Fail
198.21,426.1,91.42,44.28,Normal
165.0,505.75,110.95,34.53,Fail
172.25,460.2,114.0,47.86,Maintenance
163.06,453.05,94.94,40.45,Maintenance
175.63,359.36,102.97,34.59,Maintenance
172.23,444.72,122.38,37.23,Fail
176.7,510.01,97.78,34.73,Normal
167.23,482.42,99.39,34.51,Fail
139.91,499.48,91.5,47.33,Normal
157.91,349.34,106.67,46.85,Maintenance
